user_id,Date,touchpoint,Journey Number,User-Journey,Row
a100001175,2018-01-08,Push,1,a100001175-1,2
a100001175,2018-01-08,Conversion,1,a100001175-1,3
a100001176,2018-01-07,House Ads,1,a100001176-1,1
a100001176,2018-01-08,Facebook,1,a100001176-1,2
a100001176,2018-01-08,Conversion,1,a100001176-1,3
a100001177,2018-01-07,House Ads,1,a100001177-1,1
a100001177,2018-01-08,Instagram,1,a100001177-1,2
a100001177,2018-01-08,Conversion,1,a100001177-1,3
a100001178,2018-01-07,House Ads,1,a100001178-1,1
a100001178,2018-01-08,Conversion,1,a100001178-1,2
a100001178,2018-01-08,Facebook,1,a100001178-1,3
a100001179,2018-01-08,Instagram,1,a100001179-1,1
a100001179,2018-01-08,Conversion,1,a100001179-1,2
a100001179,2018-01-08,Push,1,a100001179-1,3
a100001180,2018-01-08,Conversion,1,a100001180-1,1
a100001180,2018-01-08,Instagram,1,a100001180-1,2
a100001180,2018-01-08,Facebook,1,a100001180-1,3
a100001181,2018-01-08,Instagram,1,a100001181-1,1
a100001181,2018-01-09,Conversion,1,a100001181-1,2
a100001181,2018-01-09,Facebook,1,a100001181-1,3
a100001182,2018-01-08,Instagram,1,a100001182-1,1
a100001182,2018-01-09,Instagram,1,a100001182-1,2
a100001182,2018-01-09,Conversion,1,a100001182-1,3
a100001183,2018-01-08,Facebook,1,a100001183-1,1
a100001183,2018-01-09,Email,1,a100001183-1,2
a100001183,2018-01-09,Conversion,1,a100001183-1,3
a100001184,2018-01-08,House Ads,1,a100001184-1,1
a100001184,2018-01-09,Conversion,1,a100001184-1,2
a100001184,2018-01-09,Push,1,a100001184-1,3
a100001185,2018-01-08,House Ads,1,a100001185-1,1
a100001185,2018-01-09,Conversion,1,a100001185-1,2
a100001185,2018-01-09,Facebook,1,a100001185-1,3
a100001186,2018-01-09,Instagram,1,a100001186-1,1
a100001186,2018-01-09,Conversion,1,a100001186-1,2
a100001186,2018-01-09,House Ads,1,a100001186-1,3
a100001187,2018-01-09,Push,1,a100001187-1,1
a100001187,2018-01-10,Conversion,1,a100001187-1,2
a100001187,2018-01-10,Facebook,1,a100001187-1,3
a100001188,2018-01-09,Facebook,1,a100001188-1,1
a100001188,2018-01-10,Instagram,1,a100001188-1,2
a100001188,2018-01-10,Conversion,1,a100001188-1,3
a100001189,2018-01-09,Instagram,1,a100001189-1,1
a100001189,2018-01-10,Conversion,1,a100001189-1,2
a100001189,2018-01-10,Instagram,1,a100001189-1,3
a100001190,2018-01-09,Instagram,1,a100001190-1,1
a100001190,2018-01-10,Facebook,1,a100001190-1,2
a100001190,2018-01-10,Conversion,1,a100001190-1,3
a100001191,2018-01-09,Facebook,1,a100001191-1,1
a100001191,2018-01-10,Instagram,1,a100001191-1,2
a100001191,2018-01-10,Conversion,1,a100001191-1,3
a100001192,2018-01-09,House Ads,1,a100001192-1,1
a100001192,2018-01-10,Conversion,1,a100001192-1,2
a100001192,2018-01-10,Email,1,a100001192-1,3
a100001193,2018-01-10,House Ads,1,a100001193-1,1
a100001193,2018-01-11,Conversion,1,a100001193-1,2
a100001193,2018-01-11,Push,1,a100001193-1,3
a100001194,2018-01-10,House Ads,1,a100001194-1,1
a100001194,2018-01-11,Facebook,1,a100001194-1,2
a100001194,2018-01-11,Conversion,1,a100001194-1,3
a100001195,2018-01-10,Push,1,a100001195-1,1
a100001195,2018-01-11,Conversion,1,a100001195-1,2
a100001195,2018-01-11,Instagram,1,a100001195-1,3
a100001196,2018-01-10,Facebook,1,a100001196-1,1
a100001196,2018-01-11,Facebook,1,a100001196-1,2
a100001196,2018-01-11,Conversion,1,a100001196-1,3
a100001197,2018-01-10,Instagram,1,a100001197-1,1
a100001197,2018-01-11,Instagram,1,a100001197-1,2
a100001197,2018-01-11,Conversion,1,a100001197-1,3
a100001198,2018-01-10,Instagram,1,a100001198-1,1
a100001198,2018-01-11,Conversion,1,a100001198-1,2
a100001198,2018-01-11,Email,1,a100001198-1,3
a100001199,2018-01-10,Facebook,1,a100001199-1,1
a100001199,2018-01-12,Push,1,a100001199-1,2
a100001199,2018-01-12,Conversion,1,a100001199-1,3
a100001200,2018-01-11,House Ads,1,a100001200-1,1
a100001200,2018-01-12,Conversion,1,a100001200-1,2
a100001200,2018-01-12,Facebook,1,a100001200-1,3
a100001201,2018-01-11,House Ads,1,a100001201-1,1
a100001201,2018-01-12,Instagram,1,a100001201-1,2
a100001201,2018-01-12,Conversion,1,a100001201-1,3
a100001202,2018-01-11,House Ads,1,a100001202-1,1
a100001202,2018-01-12,Conversion,1,a100001202-1,2
a100001202,2018-01-12,Facebook,1,a100001202-1,3
a100001203,2018-01-11,Push,1,a100001203-1,1
a100001203,2018-01-12,Conversion,1,a100001203-1,2
a100001203,2018-01-12,Instagram,1,a100001203-1,3
a100001204,2018-01-11,Facebook,1,a100001204-1,1
a100001204,2018-01-13,Instagram,1,a100001204-1,2
a100001204,2018-01-13,Conversion,1,a100001204-1,3
a100001205,2018-01-11,Instagram,1,a100001205-1,1
a100001205,2018-01-13,Conversion,1,a100001205-1,2
a100001205,2018-01-13,Facebook,1,a100001205-1,3
a100001206,2018-01-11,Instagram,1,a100001206-1,1
a100001206,2018-01-13,Instagram,1,a100001206-1,2
a100001206,2018-01-13,Conversion,1,a100001206-1,3
a100001207,2018-01-12,Facebook,1,a100001207-1,1
a100001207,2018-01-13,Email,1,a100001207-1,2
a100001207,2018-01-13,Conversion,1,a100001207-1,3
a100001208,2018-01-12,House Ads,1,a100001208-1,1
a100001208,2018-01-13,Conversion,1,a100001208-1,2
a100001208,2018-01-13,Push,1,a100001208-1,3
a100001209,2018-01-12,House Ads,1,a100001209-1,1
a100001209,2018-01-13,Conversion,1,a100001209-1,2
a100001209,2018-01-13,Facebook,1,a100001209-1,3
a100001210,2018-01-12,House Ads,1,a100001210-1,1
a100001210,2018-01-14,Instagram,1,a100001210-1,2
a100001210,2018-01-14,Conversion,1,a100001210-1,3
a100001211,2018-01-12,Push,1,a100001211-1,1
a100001211,2018-01-14,Facebook,1,a100001211-1,2
a100001211,2018-01-14,Conversion,1,a100001211-1,3
a100001212,2018-01-12,Facebook,1,a100001212-1,1
a100001212,2018-01-14,Conversion,1,a100001212-1,2
a100001212,2018-01-14,Instagram,1,a100001212-1,3
a100001213,2018-01-12,Instagram,1,a100001213-1,1
a100001213,2018-01-14,Instagram,1,a100001213-1,2
a100001213,2018-01-14,Conversion,1,a100001213-1,3
a100001214,2018-01-13,Instagram,1,a100001214-1,1
a100001214,2018-01-14,Conversion,1,a100001214-1,2
a100001214,2018-01-14,Facebook,1,a100001214-1,3
a100001215,2018-01-13,Facebook,1,a100001215-1,1
a100001215,2018-01-14,Conversion,1,a100001215-1,2
a100001215,2018-01-14,Instagram,1,a100001215-1,3
a100001216,2018-01-13,House Ads,1,a100001216-1,1
a100001216,2018-01-15,Conversion,1,a100001216-1,2
a100001216,2018-01-15,Email,1,a100001216-1,3
a100001217,2018-01-13,House Ads,1,a100001217-1,1
a100001217,2018-01-15,Push,1,a100001217-1,2
a100001217,2018-01-15,Conversion,1,a100001217-1,3
a100001218,2018-01-13,House Ads,1,a100001218-1,1
a100001218,2018-01-15,Facebook,1,a100001218-1,2
a100001218,2018-01-15,Conversion,1,a100001218-1,3
a100001219,2018-01-13,Push,1,a100001219-1,1
a100001219,2018-01-15,Conversion,1,a100001219-1,2
a100001219,2018-01-15,Instagram,1,a100001219-1,3
a100001220,2018-01-13,Facebook,1,a100001220-1,1
a100001220,2018-01-15,Conversion,1,a100001220-1,2
a100001220,2018-01-15,Facebook,1,a100001220-1,3
a100001221,2018-01-14,Instagram,1,a100001221-1,1
a100001221,2018-01-15,Conversion,1,a100001221-1,2
a100001221,2018-01-15,Instagram,1,a100001221-1,3
a100001222,2018-01-14,Instagram,1,a100001222-1,1
a100001222,2018-01-16,Conversion,1,a100001222-1,2
a100001222,2018-01-16,Email,1,a100001222-1,3
a100001223,2018-01-14,Facebook,1,a100001223-1,1
a100001223,2018-01-16,Conversion,1,a100001223-1,2
a100001223,2018-01-16,Push,1,a100001223-1,3
a100001224,2018-01-14,House Ads,1,a100001224-1,1
a100001224,2018-01-16,Facebook,1,a100001224-1,2
a100001224,2018-01-16,Conversion,1,a100001224-1,3
a100001225,2018-01-14,House Ads,1,a100001225-1,1
a100001225,2018-01-16,Instagram,1,a100001225-1,2
a100001225,2018-01-16,Conversion,1,a100001225-1,3
a100001226,2018-01-14,House Ads,1,a100001226-1,1
a100001226,2018-01-16,Conversion,1,a100001226-1,2
a100001226,2018-01-16,Facebook,1,a100001226-1,3
a100001227,2018-01-14,Push,1,a100001227-1,1
a100001227,2018-01-16,Conversion,1,a100001227-1,2
a100001227,2018-01-16,Instagram,1,a100001227-1,3
a100001228,2018-01-15,Facebook,1,a100001228-1,1
a100001228,2018-01-16,Instagram,1,a100001228-1,2
a100001228,2018-01-16,Conversion,1,a100001228-1,3
a100001229,2018-01-15,Instagram,1,a100001229-1,1
a100001229,2018-01-17,Conversion,1,a100001229-1,2
a100001229,2018-01-17,Facebook,1,a100001229-1,3
a100001230,2018-01-15,Instagram,1,a100001230-1,1
a100001230,2018-01-17,Conversion,1,a100001230-1,2
a100001230,2018-01-17,Instagram,1,a100001230-1,3
a100001231,2018-01-15,Facebook,1,a100001231-1,1
a100001231,2018-01-17,Conversion,1,a100001231-1,2
a100001231,2018-01-17,Email,1,a100001231-1,3
a100001232,2018-01-15,House Ads,1,a100001232-1,1
a100001232,2018-01-17,Conversion,1,a100001232-1,2
a100001232,2018-01-17,Push,1,a100001232-1,3
a100001233,2018-01-15,House Ads,1,a100001233-1,1
a100001233,2018-01-17,Facebook,1,a100001233-1,2
a100001233,2018-01-17,Conversion,1,a100001233-1,3
a100001234,2018-01-15,House Ads,1,a100001234-1,1
a100001234,2018-01-17,Conversion,1,a100001234-1,2
a100001234,2018-01-17,Instagram,1,a100001234-1,3
a100001235,2018-01-16,Push,1,a100001235-1,1
a100001235,2018-01-18,Facebook,1,a100001235-1,2
a100001235,2018-01-18,Conversion,1,a100001235-1,3
a100001236,2018-01-16,Facebook,1,a100001236-1,1
a100001236,2018-01-18,Instagram,1,a100001236-1,2
a100001236,2018-01-18,Conversion,1,a100001236-1,3
a100001237,2018-01-16,Instagram,1,a100001237-1,1
a100001237,2018-01-18,Instagram,1,a100001237-1,2
a100001237,2018-01-18,Conversion,1,a100001237-1,3
a100001238,2018-01-16,Instagram,1,a100001238-1,1
a100001238,2018-01-18,Facebook,1,a100001238-1,2
a100001238,2018-01-18,Conversion,1,a100001238-1,3
a100001239,2018-01-16,Facebook,1,a100001239-1,1
a100001239,2018-01-18,Instagram,1,a100001239-1,2
a100001239,2018-01-18,Conversion,1,a100001239-1,3
a100001240,2018-01-16,House Ads,1,a100001240-1,1
a100001240,2018-01-18,Conversion,1,a100001240-1,2
a100001240,2018-01-18,Email,1,a100001240-1,3
a100001241,2018-01-16,House Ads,1,a100001241-1,1
a100001241,2018-01-19,Push,1,a100001241-1,2
a100001241,2018-01-19,Conversion,1,a100001241-1,3
a100001242,2018-01-17,House Ads,1,a100001242-1,1
a100001242,2018-01-19,Facebook,1,a100001242-1,2
a100001242,2018-01-19,Conversion,1,a100001242-1,3
a100001243,2018-01-17,Push,1,a100001243-1,1
a100001243,2018-01-19,Conversion,1,a100001243-1,2
a100001243,2018-01-19,Instagram,1,a100001243-1,3
a100001244,2018-01-17,Facebook,1,a100001244-1,1
a100001244,2018-01-19,Facebook,1,a100001244-1,2
a100001244,2018-01-19,Conversion,1,a100001244-1,3
a100001245,2018-01-17,Instagram,1,a100001245-1,1
a100001245,2018-01-19,Conversion,1,a100001245-1,2
a100001245,2018-01-19,Instagram,1,a100001245-1,3
a100001246,2018-01-17,Instagram,1,a100001246-1,1
a100001246,2018-01-20,Conversion,1,a100001246-1,2
a100001246,2018-01-20,Email,1,a100001246-1,3
a100001247,2018-01-17,Facebook,1,a100001247-1,1
a100001247,2018-01-20,Conversion,1,a100001247-1,2
a100001247,2018-01-20,Push,1,a100001247-1,3
a100001248,2018-01-17,House Ads,1,a100001248-1,1
a100001248,2018-01-20,Facebook,1,a100001248-1,2
a100001248,2018-01-20,Conversion,1,a100001248-1,3
a100001249,2018-01-18,House Ads,1,a100001249-1,1
a100001249,2018-01-20,Conversion,1,a100001249-1,2
a100001249,2018-01-20,Instagram,1,a100001249-1,3
a100001250,2018-01-18,House Ads,1,a100001250-1,1
a100001250,2018-01-20,Conversion,1,a100001250-1,2
a100001250,2018-01-20,Facebook,1,a100001250-1,3
a100001251,2018-01-18,Push,1,a100001251-1,1
a100001251,2018-01-20,Conversion,1,a100001251-1,2
a100001251,2018-01-20,Instagram,1,a100001251-1,3
a100001252,2018-01-18,Facebook,1,a100001252-1,1
a100001252,2018-01-21,Conversion,1,a100001252-1,2
a100001252,2018-01-21,Instagram,1,a100001252-1,3
a100001253,2018-01-18,Instagram,1,a100001253-1,1
a100001253,2018-01-21,Facebook,1,a100001253-1,2
a100001253,2018-01-21,Conversion,1,a100001253-1,3
a100001254,2018-01-18,Instagram,1,a100001254-1,1
a100001254,2018-01-21,Conversion,1,a100001254-1,2
a100001254,2018-01-21,Instagram,1,a100001254-1,3
a100001255,2018-01-18,Facebook,1,a100001255-1,1
a100001255,2018-01-21,Conversion,1,a100001255-1,2
a100001255,2018-01-21,Email,1,a100001255-1,3
a100001256,2018-01-19,House Ads,1,a100001256-1,1
a100001256,2018-01-21,Push,1,a100001256-1,2
a100001256,2018-01-21,Conversion,1,a100001256-1,3
a100001257,2018-01-19,House Ads,1,a100001257-1,1
a100001257,2018-01-21,Facebook,1,a100001257-1,2
a100001257,2018-01-21,Conversion,1,a100001257-1,3
a100001258,2018-01-19,House Ads,1,a100001258-1,1
a100001258,2018-01-22,Conversion,1,a100001258-1,2
a100001258,2018-01-22,Instagram,1,a100001258-1,3
a100001259,2018-01-19,Push,1,a100001259-1,1
a100001259,2018-01-22,Conversion,1,a100001259-1,2
a100001259,2018-01-22,Facebook,1,a100001259-1,3
a100001260,2018-01-19,Facebook,1,a100001260-1,1
a100001260,2018-01-22,Conversion,1,a100001260-1,2
a100001260,2018-01-22,Instagram,1,a100001260-1,3
a100001261,2018-01-19,Instagram,1,a100001261-1,1
a100001261,2018-01-22,Instagram,1,a100001261-1,2
a100001261,2018-01-22,Conversion,1,a100001261-1,3
a100001262,2018-01-19,Instagram,1,a100001262-1,1
a100001262,2018-01-23,Instagram,1,a100001262-1,2
a100001263,2018-01-20,Facebook,1,a100001263-1,1
a100001263,2018-01-23,Instagram,1,a100001263-1,2
a100001264,2018-01-20,House Ads,1,a100001264-1,1
a100001264,2018-01-23,Facebook,1,a100001264-1,2
a100001265,2018-01-20,House Ads,1,a100001265-1,1
a100001265,2018-01-23,House Ads,1,a100001265-1,2
a100001266,2018-01-20,House Ads,1,a100001266-1,1
a100001266,2018-01-24,House Ads,1,a100001266-1,2
a100001267,2018-01-20,Push,1,a100001267-1,1
a100001267,2018-01-24,House Ads,1,a100001267-1,2
a100001268,2018-01-20,Facebook,1,a100001268-1,1
a100001268,2018-01-24,Push,1,a100001268-1,2
a100001269,2018-01-20,Instagram,1,a100001269-1,1
a100001269,2018-01-24,Facebook,1,a100001269-1,2
a100001270,2018-01-21,Instagram,1,a100001270-1,1
a100001270,2018-01-24,Instagram,1,a100001270-1,2
a100001271,2018-01-21,Facebook,1,a100001271-1,1
a100001271,2018-01-24,Instagram,1,a100001271-1,2
a100001272,2018-01-21,House Ads,1,a100001272-1,1
a100001272,2018-01-24,Facebook,1,a100001272-1,2
a100001273,2018-01-21,House Ads,1,a100001273-1,1
a100001273,2018-01-24,House Ads,1,a100001273-1,2
a100001274,2018-01-21,House Ads,1,a100001274-1,1
a100001274,2018-01-25,House Ads,1,a100001274-1,2
a100001275,2018-01-21,Push,1,a100001275-1,1
a100001275,2018-01-25,House Ads,1,a100001275-1,2
a100001276,2018-01-21,Facebook,1,a100001276-1,1
a100001276,2018-01-25,Push,1,a100001276-1,2
a100001277,2018-01-22,Instagram,1,a100001277-1,1
a100001277,2018-01-25,Facebook,1,a100001277-1,2
a100001278,2018-01-22,Instagram,1,a100001278-1,1
a100001278,2018-01-25,Instagram,1,a100001278-1,2
a100001279,2018-01-22,Facebook,1,a100001279-1,1
a100001279,2018-01-25,Instagram,1,a100001279-1,2
a100001280,2018-01-22,Conversion,1,a100001280-1,1
a100001280,2018-01-22,House Ads,1,a100001280-1,2
a100001280,2018-01-22,Facebook,1,a100001280-1,3
a100001281,2018-01-22,House Ads,1,a100001281-1,1
a100001281,2018-01-22,Instagram,1,a100001281-1,2
a100001281,2018-01-22,Conversion,1,a100001281-1,3
a100001282,2018-01-22,House Ads,1,a100001282-1,1
a100001282,2018-01-23,Conversion,1,a100001282-1,2
a100001282,2018-01-23,Email,1,a100001282-1,3
a100001283,2018-01-22,Push,1,a100001283-1,1
a100001283,2018-01-23,Push,1,a100001283-1,2
a100001283,2018-01-23,Conversion,1,a100001283-1,3
a100001284,2018-01-23,Facebook,1,a100001284-1,1
a100001284,2018-01-23,Conversion,1,a100001284-1,2
a100001285,2018-01-23,Conversion,1,a100001285-1,1
a100001285,2018-01-23,Instagram,1,a100001285-1,2
a100001286,2018-01-23,Conversion,1,a100001286-1,1
a100001286,2018-01-23,Instagram,1,a100001286-1,2
a100001286,2018-01-23,Facebook,1,a100001286-1,3
a100001287,2018-01-23,Facebook,1,a100001287-1,1
a100001287,2018-01-24,Instagram,1,a100001287-1,2
a100001287,2018-01-24,Conversion,1,a100001287-1,3
a100001288,2018-01-23,House Ads,1,a100001288-1,1
a100001288,2018-01-24,Email,1,a100001288-1,2
a100001288,2018-01-24,Conversion,1,a100001288-1,3
a100001289,2018-01-23,House Ads,1,a100001289-1,1
a100001289,2018-01-24,Push,1,a100001289-1,2
a100001289,2018-01-24,Conversion,1,a100001289-1,3
a100001290,2018-01-23,House Ads,1,a100001290-1,1
a100001290,2018-01-24,Facebook,1,a100001290-1,2
a100001290,2018-01-24,Conversion,1,a100001290-1,3
a100001291,2018-01-24,Conversion,1,a100001291-1,1
a100001291,2018-01-24,Push,1,a100001291-1,2
a100001291,2018-01-24,Instagram,1,a100001291-1,3
a100001292,2018-01-24,Conversion,1,a100001292-1,1
a100001292,2018-01-24,Facebook,1,a100001292-1,2
a100001293,2018-01-24,Instagram,1,a100001293-1,1
a100001293,2018-01-25,Instagram,1,a100001293-1,2
a100001293,2018-01-25,Conversion,1,a100001293-1,3
a100001294,2018-01-24,Instagram,1,a100001294-1,1
a100001294,2018-01-25,Instagram,1,a100001294-1,2
a100001294,2018-01-25,Conversion,1,a100001294-1,3
a100001295,2018-01-24,Facebook,1,a100001295-1,1
a100001295,2018-01-25,Facebook,1,a100001295-1,2
a100001295,2018-01-25,Conversion,1,a100001295-1,3
a100001296,2018-01-24,House Ads,1,a100001296-1,1
a100001296,2018-01-25,Conversion,1,a100001296-1,2
a100001296,2018-01-25,Instagram,1,a100001296-1,3
a100001297,2018-01-24,House Ads,1,a100001297-1,1
a100001297,2018-01-25,Conversion,1,a100001297-1,2
a100001297,2018-01-25,Email,1,a100001297-1,3
a100001298,2018-01-24,House Ads,1,a100001298-1,1
a100001298,2018-01-25,Push,1,a100001298-1,2
a100001298,2018-01-25,Conversion,1,a100001298-1,3
a100001299,2018-01-25,Push,1,a100001299-1,1
a100001299,2018-01-26,Conversion,1,a100001299-1,2
a100001299,2018-01-26,Facebook,1,a100001299-1,3
a100001300,2018-01-25,Facebook,1,a100001300-1,1
a100001300,2018-01-26,Instagram,1,a100001300-1,2
a100001300,2018-01-26,Conversion,1,a100001300-1,3
a100001301,2018-01-25,Instagram,1,a100001301-1,1
a100001301,2018-01-26,Conversion,1,a100001301-1,2
a100001301,2018-01-26,Facebook,1,a100001301-1,3
a100001302,2018-01-25,Instagram,1,a100001302-1,1
a100001302,2018-01-26,Conversion,1,a100001302-1,2
a100001302,2018-01-26,Instagram,1,a100001302-1,3
a100001303,2018-01-25,Facebook,1,a100001303-1,1
a100001303,2018-01-26,Instagram,1,a100001303-1,2
a100001303,2018-01-26,Conversion,1,a100001303-1,3
a100001304,2018-01-25,House Ads,1,a100001304-1,1
a100001304,2018-01-27,Conversion,1,a100001304-1,2
a100001304,2018-01-27,Facebook,1,a100001304-1,3
a100001305,2018-01-25,House Ads,1,a100001305-1,1
a100001305,2018-01-27,Conversion,1,a100001305-1,2
a100001305,2018-01-27,Instagram,1,a100001305-1,3
a100001306,2018-01-26,House Ads,1,a100001306-1,1
a100001306,2018-01-27,Conversion,1,a100001306-1,2
a100001306,2018-01-27,Email,1,a100001306-1,3
a100001307,2018-01-26,Push,1,a100001307-1,1
a100001307,2018-01-27,Push,1,a100001307-1,2
a100001307,2018-01-27,Conversion,1,a100001307-1,3
a100001308,2018-01-26,Facebook,1,a100001308-1,1
a100001308,2018-01-27,Facebook,1,a100001308-1,2
a100001308,2018-01-27,Conversion,1,a100001308-1,3
a100001309,2018-01-26,Instagram,1,a100001309-1,1
a100001309,2018-01-27,Conversion,1,a100001309-1,2
a100001309,2018-01-27,Instagram,1,a100001309-1,3
a100001310,2018-01-26,Instagram,1,a100001310-1,1
a100001310,2018-01-28,Facebook,1,a100001310-1,2
a100001310,2018-01-28,Conversion,1,a100001310-1,3
a100001311,2018-01-26,Facebook,1,a100001311-1,1
a100001311,2018-01-28,Instagram,1,a100001311-1,2
a100001311,2018-01-28,Conversion,1,a100001311-1,3
a100001312,2018-01-26,House Ads,1,a100001312-1,1
a100001312,2018-01-28,Conversion,1,a100001312-1,2
a100001312,2018-01-28,Email,1,a100001312-1,3
a100001313,2018-01-27,House Ads,1,a100001313-1,1
a100001313,2018-01-28,Conversion,1,a100001313-1,2
a100001313,2018-01-28,Push,1,a100001313-1,3
a100001314,2018-01-27,House Ads,1,a100001314-1,1
a100001314,2018-01-28,Facebook,1,a100001314-1,2
a100001314,2018-01-28,Conversion,1,a100001314-1,3
a100001315,2018-01-27,Push,1,a100001315-1,1
a100001315,2018-01-28,Conversion,1,a100001315-1,2
a100001315,2018-01-28,Instagram,1,a100001315-1,3
a100001316,2018-01-27,Facebook,1,a100001316-1,1
a100001316,2018-01-29,Conversion,1,a100001316-1,2
a100001316,2018-01-29,Facebook,1,a100001316-1,3
a100001317,2018-01-27,Instagram,1,a100001317-1,1
a100001317,2018-01-29,Instagram,1,a100001317-1,2
a100001317,2018-01-29,Conversion,1,a100001317-1,3
a100001318,2018-01-27,Instagram,1,a100001318-1,1
a100001318,2018-01-29,Conversion,1,a100001318-1,2
a100001318,2018-01-29,Instagram,1,a100001318-1,3
a100001319,2018-01-27,Facebook,1,a100001319-1,1
a100001319,2018-01-29,Facebook,1,a100001319-1,2
a100001319,2018-01-29,Conversion,1,a100001319-1,3
a100001320,2018-01-28,House Ads,1,a100001320-1,1
a100001320,2018-01-29,Conversion,1,a100001320-1,2
a100001320,2018-01-29,Instagram,1,a100001320-1,3
a100001321,2018-01-28,House Ads,1,a100001321-1,1
a100001321,2018-01-29,Email,1,a100001321-1,2
a100001321,2018-01-29,Conversion,1,a100001321-1,3
a100001322,2018-01-28,House Ads,1,a100001322-1,1
a100001322,2018-01-30,Push,1,a100001322-1,2
a100001322,2018-01-30,Conversion,1,a100001322-1,3
a100001323,2018-01-28,Push,1,a100001323-1,1
a100001323,2018-01-30,Conversion,1,a100001323-1,2
a100001323,2018-01-30,Facebook,1,a100001323-1,3
a100001324,2018-01-28,Facebook,1,a100001324-1,1
a100001324,2018-01-30,Instagram,1,a100001324-1,2
a100001324,2018-01-30,Conversion,1,a100001324-1,3
a100001325,2018-01-28,Instagram,1,a100001325-1,1
a100001325,2018-01-30,Facebook,1,a100001325-1,2
a100001325,2018-01-30,Conversion,1,a100001325-1,3
a100001326,2018-01-28,Instagram,1,a100001326-1,1
a100001326,2018-01-30,Conversion,1,a100001326-1,2
a100001326,2018-01-30,Instagram,1,a100001326-1,3
a100001327,2018-01-29,Facebook,1,a100001327-1,1
a100001327,2018-01-30,Instagram,1,a100001327-1,2
a100001327,2018-01-30,Conversion,1,a100001327-1,3
a100001328,2018-01-29,House Ads,1,a100001328-1,1
a100001328,2018-01-31,Conversion,1,a100001328-1,2
a100001328,2018-01-31,Facebook,1,a100001328-1,3
a100001329,2018-01-29,House Ads,1,a100001329-1,1
a100001329,2018-01-31,Instagram,1,a100001329-1,2
a100001329,2018-01-31,Conversion,1,a100001329-1,3
a100001330,2018-01-29,House Ads,1,a100001330-1,1
a100001330,2018-01-31,Conversion,1,a100001330-1,2
a100001330,2018-01-31,Email,1,a100001330-1,3
a100001331,2018-01-29,Push,1,a100001331-1,1
a100001331,2018-01-31,Push,1,a100001331-1,2
a100001331,2018-01-31,Conversion,1,a100001331-1,3
a100001332,2018-01-29,Facebook,1,a100001332-1,1
a100001332,2018-01-31,Conversion,1,a100001332-1,2
a100001332,2018-01-31,Facebook,1,a100001332-1,3
a100001333,2018-01-29,Instagram,1,a100001333-1,1
a100001333,2018-01-31,Instagram,1,a100001333-1,2
a100001333,2018-01-31,Conversion,1,a100001333-1,3
a100001334,2018-01-30,Instagram,1,a100001334-1,1
a100001334,2018-01-31,Conversion,1,a100001334-1,2
a100001334,2018-01-31,Facebook,1,a100001334-1,3
a100001335,2018-01-01,Instagram,1,a100001335-1,1
a100001335,2018-01-01,Conversion,1,a100001335-1,2
a100001335,2018-01-30,Facebook,2,a100001335-2,3
a100001336,2018-01-02,Email,1,a100001336-1,1
a100001336,2018-01-02,Conversion,1,a100001336-1,2
a100001336,2018-01-30,House Ads,2,a100001336-2,3
a100001337,2018-01-03,Push,1,a100001337-1,1
a100001337,2018-01-03,Conversion,1,a100001337-1,2
a100001337,2018-01-30,House Ads,2,a100001337-2,3
a100001338,2018-01-04,Conversion,1,a100001338-1,1
a100001338,2018-01-04,Facebook,1,a100001338-1,2
a100001338,2018-01-30,House Ads,2,a100001338-2,3
a100001339,2018-01-05,Conversion,1,a100001339-1,1
a100001339,2018-01-05,Instagram,1,a100001339-1,2
a100001339,2018-01-30,Push,2,a100001339-2,3
a100001340,2018-01-06,Facebook,1,a100001340-1,1
a100001340,2018-01-06,Conversion,1,a100001340-1,2
a100001340,2018-01-30,Facebook,2,a100001340-2,3
a100001341,2018-01-07,Conversion,1,a100001341-1,1
a100001341,2018-01-07,Instagram,1,a100001341-1,2
a100001341,2018-01-31,Instagram,2,a100001341-2,3
a100001342,2018-01-08,Instagram,1,a100001342-1,1
a100001342,2018-01-08,Conversion,1,a100001342-1,2
a100001342,2018-01-31,Instagram,2,a100001342-2,3
a100001343,2018-01-09,Conversion,1,a100001343-1,1
a100001343,2018-01-09,Facebook,1,a100001343-1,2
a100001343,2018-01-31,Facebook,2,a100001343-2,3
a100001344,2018-01-10,Conversion,1,a100001344-1,1
a100001344,2018-01-10,Instagram,1,a100001344-1,2
a100001344,2018-01-31,House Ads,2,a100001344-2,3
a100001345,2018-01-11,Conversion,1,a100001345-1,1
a100001345,2018-01-11,Email,1,a100001345-1,2
a100001345,2018-01-31,House Ads,2,a100001345-2,3
a100001346,2018-01-12,Push,1,a100001346-1,1
a100001346,2018-01-12,Conversion,1,a100001346-1,2
a100001346,2018-01-31,House Ads,2,a100001346-2,3
a100001347,2018-01-13,Conversion,1,a100001347-1,1
a100001347,2018-01-13,Facebook,1,a100001347-1,2
a100001347,2018-01-31,Push,2,a100001347-2,3
a100001348,2018-01-01,Facebook,1,a100001348-1,1
a100001348,2018-01-14,Instagram,1,a100001348-1,2
a100001348,2018-01-14,Conversion,1,a100001348-1,3
a100001349,2018-01-01,Instagram,1,a100001349-1,1
a100001349,2018-01-15,Conversion,1,a100001349-1,2
a100001349,2018-01-15,Facebook,1,a100001349-1,3
